match_id,inning-batting,name,position,over-batsman,score,balls_bat,dots,ones,twos,threes,fours,sixes,out,balls_bowl,maidens,runs_bowled,wickets,bowler_extras,wicket_score,wicket_overs,wicket_no,wicket_bowler
426392,2,DA Warner,1,0.1,41,30,11,11,3,0,6,0,bowled,0,0,0,0,0,85,11.2,4,Saeed Ajmal
426392,2,SR Watson,2,0.1,0,2,2,0,0,0,0,0,lbw,0,0,0,0,0,2,0.7,1,Mohammad Amir
426392,2,MJ Clarke,3,1.1,5,6,2,3,1,0,0,0,caught,0,0,0,0,0,29,3.2,2,Abdul Razzaq
426392,2,DJ Hussey,4,3.3,34,28,13,8,2,0,4,1,caught,24,0,31,1,1,81,10.4,3,Shahid Afridi
426392,2,CL White,5,10.5,17,13,5,5,1,0,1,1,caught,0,0,0,0,0,109,14.2,5,Mohammad Amir
426392,2,MEK Hussey,6,11.3,18,15,4,6,0,0,3,0,bowled,0,0,0,0,0,134,17.2,7,Umar Gul
426392,2,SPD Smith,7,14.3,12,8,3,2,1,0,2,0,bowled,24,0,34,1,0,132,16.5,6,Mohammad Amir
426392,2,TD Paine,8,16.6,1,4,2,1,0,0,0,0,bowled,0,0,0,0,0,137,17.6,8,Umar Gul
426392,2,MG Johnson,9,17.3,3,4,1,1,1,0,0,0,stumped,24,0,33,0,0,138,18.2,9,Saeed Ajmal
426392,2,SW Tait,11,18.3,6,3,2,0,0,0,0,1,stumped,24,0,20,2,5,144,18.5,10,Saeed Ajmal
426392,2,DP Nannes,10,18.1,0,0,0,0,0,0,0,0,0,24,0,38,2,3,0,0.0,0,0
426392,1,Shoaib Akhtar,0,0.0,0,0,0,0,0,0,0,0,0,12,0,34,0,0,0,0.0,0,0
426392,1,Saeed Ajmal,0,0.0,0,0,0,0,0,0,0,0,0,23,0,25,3,0,0,0.0,0,0
336025,1,Salman Butt,1,0.1,73,54,17,19,4,0,10,1,lbw,0,0,0,0,0,122,17.2,5,L Balaji
336025,1,Mohammad Hafeez,2,0.1,6,5,2,2,0,0,1,0,caught,0,0,0,0,0,14,2.2,1,M Ntini
336025,1,SC Ganguly,3,2.3,2,8,6,0,1,0,0,0,bowled,0,0,0,0,0,28,4.6,2,M Ntini
336025,1,DB Das,4,5.1,27,32,16,11,0,0,1,2,bowled,0,0,0,0,0,114,16.1,3,M Ntini
336025,1,DJ Hussey,5,16.2,0,1,1,0,0,0,0,0,bowled,0,0,0,0,0,114,16.2,4,M Ntini
336025,1,LR Shukla,6,16.3,13,11,3,3,1,0,2,0,0,0,0,0,0,0,0,0.0,0,0
336025,1,WP Saha,7,17.3,15,9,0,5,3,0,1,0,0,0,0,0,0,0,0,0.0,0,0
336025,2,PA Patel,1,0.1,19,28,15,11,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0
336025,2,SP Fleming,2,0.1,32,20,6,6,1,0,6,0,0,0,0,0,0,0,0,0.0,0,0
336025,2,M Ntini,0,0.0,0,0,0,0,0,0,0,0,0,24,0,19,4,1,0,0.0,0,0
336025,2,MS Gony,0,0.0,0,0,0,0,0,0,0,0,0,24,0,17,0,0,0,0.0,0,0
336025,2,M Muralitharan,0,0.0,0,0,0,0,0,0,0,0,0,24,0,41,0,0,0,0.0,0,0
336025,2,L Balaji,0,0.0,0,0,0,0,0,0,0,0,0,24,0,34,1,2,0,0.0,0,0
336025,2,JA Morkel,0,0.0,0,0,0,0,0,0,0,0,0,24,0,24,0,1,0,0.0,0,0
336025,1,Shoaib Akhtar,0,0.0,0,0,0,0,0,0,0,0,0,12,0,12,0,2,0,0.0,0,0
336025,1,I Sharma,0,0.0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0.0,0,0
336025,1,AB Dinda,0,0.0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0.0,0,0
336025,1,AB Agarkar,0,0.0,0,0,0,0,0,0,0,0,0,12,0,13,0,1,0,0.0,0,0
548336,1,V Kohli,1,0.1,16,16,8,4,2,0,2,0,caught,0,0,0,0,0,23,3.4,1,Pankaj Singh
548336,1,TM Dilshan,2,0.1,83,56,16,22,4,0,10,1,0,0,0,0,0,0,0,0.0,0,0
548336,1,MA Agarwal,3,3.5,15,17,8,5,1,0,2,0,caught,0,0,0,0,0,60,9.4,2,GB Hogg
548336,1,CH Gayle,4,9.5,4,8,5,2,1,0,0,0,lbw,0,0,0,0,0,67,11.4,3,GB Hogg
548336,1,AB de Villiers,5,11.5,59,23,3,8,0,3,3,5,0,0,0,0,0,0,0,0.0,0,0
548336,2,R Dravid,1,0.1,59,42,15,13,4,0,8,0,caught,0,0,0,0,0,91,13.1,4,KP Appanna
